Unnamed: 0,User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,Activity_Score,Value_Level,Activity_Level,AOV_Level,Age_Group,Login_Frequency_Group,Time_Group,Behavior_Pattern,Purchase_Freq_Group,Cluster,Cluster_Name
754,755,31,Female,Rural,91853,Sports,25,5,179,4592,Home & Kitchen,589,13,True,0.4412501561559515,高价值,中活跃,高客单,26-35岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
755,756,26,Male,Rural,84046,Technology,3,9,150,1638,Home & Kitchen,387,29,True,0.7313740588054922,中低价值,高活跃,高客单,26-35岁,7天内登录,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
756,757,63,Female,Urban,69678,Travel,16,8,107,2173,Health & Beauty,564,32,False,0.6650558186546739,中等价值,高活跃,中客单,55岁以上,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
757,758,18,Female,Rural,128392,Travel,18,6,115,412,Books,433,24,False,0.5238002112364144,低价值,中活跃,中客单,18-25岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
758,759,62,Male,Suburban,131250,Technology,16,8,94,910,Books,412,16,True,0.4909697568509875,低价值,中活跃,中客单,55岁以上,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
759,760,30,Female,Suburban,46649,Fashion,23,4,130,2335,Apparel,467,11,False,0.3945700884694445,中等价值,低活跃,中客单,26-35岁,21-30天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
760,761,21,Male,Urban,147795,Sports,7,6,141,2957,Electronics,599,32,False,0.8025850340136055,中等价值,高活跃,高客单,18-25岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
761,762,18,Female,Suburban,108668,Sports,4,6,91,2863,Apparel,248,6,True,0.5076083722303613,中等价值,中活跃,中客单,18-25岁,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
762,763,57,Male,Suburban,102325,Travel,27,2,28,2132,Apparel,581,35,True,0.545270689243978,中等价值,中活跃,低客单,55岁以上,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
763,764,49,Male,Rural,34567,Sports,25,6,139,1607,Apparel,120,33,True,0.3288076499381054,中低价值,低活跃,高客单,46-55岁,21-30天,2小时内,其他模式,高频(6-8次),0,频次型用户
764,765,51,Female,Suburban,100404,Technology,8,0,21,4645,Apparel,67,18,True,0.4370933415102268,高价值,中活跃,低客单,46-55岁,7-14天,2小时内,其他模式,低频(0-2次),2,高客单用户
765,766,45,Female,Urban,109906,Fashion,13,8,90,2670,Books,573,37,True,0.740175576073501,中等价值,高活跃,中客单,36-45岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
766,767,48,Male,Rural,128069,Technology,13,9,83,1994,Electronics,327,13,True,0.47003145832623533,中低价值,中活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
767,768,25,Female,Rural,116019,Food,17,5,107,2805,Apparel,470,10,False,0.4699501436634754,中等价值,中活跃,中客单,18-25岁,14-21天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
768,769,56,Female,Urban,81944,Travel,17,4,15,696,Books,493,37,False,0.6467754647768957,低价值,高活跃,低客单,55岁以上,14-21天,5小时以上,低频长停留,中频(3-5次),1,低价值用户
769,770,43,Male,Rural,138428,Sports,5,6,145,2247,Apparel,286,26,True,0.6357557380214189,中等价值,高活跃,高客单,36-45岁,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
770,771,51,Male,Rural,98002,Food,6,4,134,715,Home & Kitchen,312,46,False,0.7578930871179859,低价值,高活跃,中客单,46-55岁,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
771,772,20,Female,Urban,48803,Sports,19,9,60,1047,Apparel,309,17,False,0.4055062292028665,低价值,低活跃,低客单,18-25岁,14-21天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
772,773,29,Male,Rural,38230,Fashion,13,4,20,4751,Apparel,97,1,True,0.28137008392672597,高价值,低活跃,低客单,26-35岁,7-14天,2小时内,其他模式,中频(3-5次),2,高客单用户
773,774,18,Male,Urban,37862,Fashion,25,9,194,4473,Health & Beauty,113,25,False,0.27632221502958443,高价值,低活跃,高客单,18-25岁,21-30天,2小时内,其他模式,极高频(9-10次),0,频次型用户
774,775,61,Male,Urban,63355,Fashion,28,6,136,3864,Home & Kitchen,456,34,False,0.46321056636344016,中高价值,中活跃,高客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
775,776,22,Female,Suburban,51259,Sports,26,9,149,2113,Electronics,463,39,True,0.5239953209998524,中等价值,中活跃,高客单,18-25岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
776,777,47,Female,Suburban,119075,Food,14,6,82,3797,Apparel,132,10,False,0.3406680067686507,中高价值,低活跃,中客单,46-55岁,7-14天,2-5小时,其他模式,高频(6-8次),3,高价值活跃用户
777,778,47,Male,Rural,107445,Fashion,22,2,11,590,Electronics,121,20,False,0.2897166479279525,低价值,低活跃,低客单,46-55岁,21-30天,2-5小时,其他模式,低频(0-2次),1,低价值用户
778,779,34,Female,Rural,50795,Food,4,2,17,4450,Home & Kitchen,197,7,True,0.48818825025836715,高价值,中活跃,低客单,26-35岁,7天内登录,2-5小时,高频短停留,低频(0-2次),2,高客单用户
779,780,64,Male,Urban,134604,Sports,28,9,148,2528,Apparel,482,16,False,0.3660281875688506,中等价值,低活跃,高客单,55岁以上,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
780,781,40,Female,Rural,28770,Food,7,2,133,641,Health & Beauty,39,37,False,0.5527298331686598,低价值,中活跃,中客单,36-45岁,7天内登录,2小时内,高频短停留,低频(0-2次),1,低价值用户
781,782,32,Male,Urban,31093,Sports,8,5,62,1387,Books,566,29,False,0.7543568078316468,中低价值,高活跃,低客单,26-35岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
782,783,54,Male,Urban,66571,Sports,25,5,19,1733,Health & Beauty,512,12,True,0.39656343338671024,中低价值,低活跃,低客单,46-55岁,21-30天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
783,784,38,Female,Rural,20193,Travel,13,2,121,3026,Health & Beauty,474,17,True,0.5681439587521152,中等价值,中活跃,中客单,36-45岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
784,785,31,Male,Urban,120311,Sports,27,2,17,1452,Books,161,48,False,0.4145119416714933,中低价值,中活跃,低客单,26-35岁,21-30天,2-5小时,其他模式,低频(0-2次),1,低价值用户
785,786,19,Female,Suburban,37569,Sports,6,7,45,4476,Books,289,20,False,0.5871902149841574,高价值,高活跃,低客单,18-25岁,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
786,787,28,Female,Rural,137082,Technology,6,7,115,1398,Books,200,26,True,0.5793506183775681,中低价值,高活跃,中客单,26-35岁,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
787,788,56,Male,Suburban,31190,Fashion,24,6,23,4968,Apparel,528,48,True,0.6383182855780041,高价值,高活跃,低客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),2,高客单用户
788,789,55,Male,Rural,82824,Travel,28,9,191,4067,Electronics,503,19,False,0.394913063722985,中高价值,低活跃,高客单,46-55岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
789,790,51,Female,Urban,62752,Travel,21,3,95,4523,Electronics,248,47,True,0.5319621137269599,高价值,中活跃,中客单,46-55岁,14-21天,2-5小时,其他模式,中频(3-5次),2,高客单用户
790,791,55,Male,Rural,52327,Travel,3,3,158,2358,Books,383,12,False,0.6252890872542674,中等价值,高活跃,高客单,46-55岁,7天内登录,5小时以上,其他模式,中频(3-5次),1,低价值用户
791,792,51,Male,Suburban,62070,Technology,28,2,59,4747,Health & Beauty,218,21,False,0.26442006518801175,高价值,低活跃,低客单,46-55岁,21-30天,2-5小时,其他模式,低频(0-2次),2,高客单用户
792,793,35,Male,Urban,105925,Sports,3,4,176,2173,Home & Kitchen,87,42,True,0.6607154781779156,中等价值,高活跃,高客单,26-35岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
793,794,47,Male,Rural,60197,Fashion,13,2,29,801,Books,82,34,True,0.47589837938514307,低价值,中活跃,低客单,46-55岁,7-14天,2小时内,其他模式,低频(0-2次),1,低价值用户
794,795,32,Male,Rural,22261,Food,22,7,96,2019,Health & Beauty,62,7,False,0.18057556244534542,中低价值,低活跃,中客单,26-35岁,21-30天,2小时内,其他模式,高频(6-8次),0,频次型用户
795,796,44,Female,Rural,138424,Sports,2,6,144,2560,Health & Beauty,500,45,False,0.8992608996854168,中等价值,高活跃,高客单,36-45岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
796,797,51,Female,Suburban,113905,Technology,16,2,146,4362,Apparel,42,35,True,0.4219874393830988,高价值,中活跃,高客单,46-55岁,14-21天,2小时内,其他模式,低频(0-2次),2,高客单用户
797,798,55,Male,Suburban,46512,Sports,22,8,138,4364,Apparel,12,15,False,0.20451341805503503,高价值,低活跃,高客单,46-55岁,21-30天,2小时内,其他模式,高频(6-8次),0,频次型用户
798,799,50,Male,Rural,26716,Sports,29,4,163,4424,Electronics,115,1,True,0.07705177563512884,高价值,低活跃,高客单,46-55岁,21-30天,2小时内,其他模式,中频(3-5次),2,高客单用户
799,800,41,Male,Urban,106795,Technology,6,8,175,466,Electronics,218,26,True,0.5883656434193043,低价值,高活跃,高客单,36-45岁,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
800,801,32,Female,Urban,48933,Travel,8,6,47,627,Home & Kitchen,106,35,True,0.5607075284203832,低价值,中活跃,低客单,26-35岁,7-14天,2小时内,其他模式,高频(6-8次),1,低价值用户
801,802,47,Male,Suburban,127225,Travel,23,6,198,4986,Home & Kitchen,528,25,True,0.5108352923807252,高价值,中活跃,高客单,46-55岁,21-30天,5小时以上,低频长停留,高频(6-8次),2,高客单用户
802,803,59,Female,Urban,24378,Fashion,8,5,53,3818,Home & Kitchen,472,42,True,0.786870180459496,中高价值,高活跃,低客单,55岁以上,7-14天,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
803,804,34,Female,Suburban,60583,Fashion,25,1,95,3709,Home & Kitchen,387,15,False,0.3523264397578731,中高价值,低活跃,中客单,26-35岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
804,805,22,Female,Rural,132082,Travel,6,8,53,4035,Health & Beauty,226,22,True,0.5678825252972641,中高价值,中活跃,低客单,18-25岁,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
805,806,46,Male,Suburban,105371,Food,14,5,83,4719,Health & Beauty,481,6,True,0.490969529715058,高价值,中活跃,中客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),2,高客单用户
806,807,21,Female,Suburban,49033,Sports,3,7,128,2253,Electronics,408,15,True,0.6561773023065653,中等价值,高活跃,中客单,18-25岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
807,808,27,Male,Rural,44000,Food,10,0,199,2008,Apparel,457,24,True,0.6424869112920627,中低价值,高活跃,高客单,26-35岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
808,809,34,Female,Urban,131032,Sports,3,4,131,3112,Apparel,21,21,True,0.4990889577867875,中高价值,中活跃,中客单,26-35岁,7天内登录,2小时内,高频短停留,中频(3-5次),3,高价值活跃用户
809,810,27,Male,Suburban,95868,Travel,27,0,143,4328,Books,203,7,True,0.18452659193894586,高价值,低活跃,高客单,26-35岁,21-30天,2-5小时,其他模式,低频(0-2次),2,高客单用户
810,811,34,Female,Suburban,62604,Fashion,12,9,154,3122,Health & Beauty,417,29,True,0.6263991005417192,中高价值,高活跃,高客单,26-35岁,7-14天,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
811,812,37,Male,Rural,88336,Fashion,17,7,60,3583,Home & Kitchen,416,32,False,0.5775989460892872,中高价值,高活跃,低客单,36-45岁,14-21天,5小时以上,低频长停留,高频(6-8次),3,高价值活跃用户
812,813,41,Female,Urban,115074,Food,27,7,47,2820,Home & Kitchen,448,32,False,0.4602923239412626,中等价值,中活跃,低客单,36-45岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
813,814,22,Male,Suburban,115655,Fashion,29,0,161,1870,Books,512,5,False,0.300372957196234,中低价值,低活跃,高客单,18-25岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
814,815,51,Male,Rural,93869,Travel,5,8,60,4213,Apparel,85,4,False,0.40039408083767736,高价值,低活跃,低客单,46-55岁,7天内登录,2小时内,高频短停留,高频(6-8次),3,高价值活跃用户
815,816,23,Male,Suburban,25410,Food,20,1,19,1877,Home & Kitchen,167,22,True,0.3516666098826843,中低价值,低活跃,低客单,18-25岁,14-21天,2-5小时,其他模式,低频(0-2次),1,低价值用户
816,817,19,Male,Rural,103375,Sports,25,8,129,4312,Apparel,384,18,False,0.3691912825230259,高价值,低活跃,中客单,18-25岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
817,818,30,Female,Urban,76044,Fashion,9,0,158,897,Books,468,35,True,0.7286763653708562,低价值,高活跃,高客单,26-35岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
818,819,60,Female,Urban,83315,Technology,21,9,79,3315,Apparel,72,17,False,0.26014173282000613,中高价值,低活跃,中客单,55岁以上,14-21天,2小时内,其他模式,极高频(9-10次),0,频次型用户
819,820,60,Male,Urban,116055,Fashion,26,8,94,3888,Apparel,521,24,False,0.4612070003293471,中高价值,中活跃,中客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
820,821,28,Female,Urban,91344,Sports,20,3,66,3076,Apparel,473,2,True,0.38247305600036335,中高价值,低活跃,低客单,26-35岁,14-21天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
821,822,64,Male,Suburban,26796,Food,7,8,135,3837,Home & Kitchen,258,13,True,0.5154738623329131,中高价值,中活跃,高客单,55岁以上,7天内登录,2-5小时,高频短停留,高频(6-8次),3,高价值活跃用户
822,823,40,Male,Suburban,106716,Sports,22,6,48,1811,Electronics,275,15,False,0.33623295060929215,中低价值,低活跃,低客单,36-45岁,21-30天,2-5小时,其他模式,高频(6-8次),0,频次型用户
823,824,33,Female,Urban,74245,Technology,4,5,42,852,Health & Beauty,20,5,False,0.3872956060554439,低价值,低活跃,低客单,26-35岁,7天内登录,2小时内,高频短停留,中频(3-5次),1,低价值用户
824,825,48,Male,Urban,63056,Travel,13,4,196,2569,Apparel,490,3,False,0.4904430286304839,中等价值,中活跃,高客单,46-55岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
825,826,28,Male,Urban,37709,Fashion,13,8,27,4069,Apparel,490,37,False,0.6986062939366063,中高价值,高活跃,低客单,26-35岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
826,827,33,Female,Suburban,139664,Food,10,1,193,1492,Apparel,326,37,True,0.6564693991118985,中低价值,高活跃,高客单,26-35岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
827,828,25,Male,Urban,78557,Travel,18,1,66,2705,Electronics,529,37,False,0.6514721815270349,中等价值,高活跃,低客单,18-25岁,14-21天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
828,829,21,Male,Urban,37543,Sports,17,8,105,777,Books,89,3,False,0.2362749707562491,低价值,低活跃,中客单,18-25岁,14-21天,2小时内,其他模式,高频(6-8次),0,频次型用户
829,830,57,Male,Urban,57418,Food,20,2,57,205,Home & Kitchen,486,35,False,0.5910247237459257,低价值,高活跃,低客单,55岁以上,14-21天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
830,831,21,Male,Rural,114611,Travel,20,7,51,3387,Electronics,350,23,False,0.44944181345326106,中高价值,中活跃,低客单,18-25岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
831,832,42,Female,Urban,123291,Food,13,8,36,4853,Apparel,84,28,False,0.44016535495667386,高价值,中活跃,低客单,36-45岁,7-14天,2小时内,其他模式,高频(6-8次),3,高价值活跃用户
832,833,20,Female,Rural,133504,Technology,17,7,83,2046,Electronics,387,30,True,0.5508298411184173,中低价值,中活跃,中客单,18-25岁,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
833,834,49,Female,Rural,123001,Technology,22,3,119,1195,Electronics,87,18,True,0.26044336933437817,中低价值,低活跃,中客单,46-55岁,21-30天,2小时内,其他模式,中频(3-5次),1,低价值用户
834,835,20,Male,Urban,116038,Fashion,4,0,189,1882,Electronics,307,36,True,0.7208310903660295,中低价值,高活跃,高客单,18-25岁,7天内登录,5小时以上,其他模式,低频(0-2次),1,低价值用户
835,836,44,Male,Rural,36724,Fashion,1,3,179,4641,Books,154,33,True,0.6658360305724962,高价值,高活跃,高客单,36-45岁,7天内登录,2-5小时,高频短停留,中频(3-5次),3,高价值活跃用户
836,837,46,Female,Urban,23828,Technology,1,8,41,3357,Health & Beauty,440,26,True,0.7662176189340512,中高价值,高活跃,低客单,46-55岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
837,838,49,Male,Suburban,136656,Food,15,1,35,2097,Home & Kitchen,264,48,False,0.6260979182992061,中等价值,高活跃,低客单,46-55岁,14-21天,2-5小时,其他模式,低频(0-2次),1,低价值用户
838,839,36,Male,Suburban,37087,Technology,13,2,34,4969,Books,421,40,True,0.6824160448820598,高价值,高活跃,低客单,36-45岁,7-14天,5小时以上,其他模式,低频(0-2次),2,高客单用户
839,840,38,Male,Suburban,32605,Fashion,17,9,84,1661,Books,493,17,True,0.524326485185059,中低价值,中活跃,中客单,36-45岁,14-21天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
840,841,22,Male,Suburban,51337,Technology,24,7,32,4106,Health & Beauty,411,40,False,0.530741030969984,高价值,中活跃,低客单,18-25岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
841,842,35,Female,Rural,25482,Technology,26,5,66,1775,Books,173,7,True,0.18283488353605215,中低价值,低活跃,低客单,26-35岁,21-30天,2-5小时,其他模式,中频(3-5次),0,频次型用户
842,843,45,Female,Urban,85333,Food,8,7,189,1222,Electronics,4,8,True,0.3443162640682316,中低价值,低活跃,高客单,36-45岁,7-14天,2小时内,其他模式,高频(6-8次),3,高价值活跃用户
843,844,59,Female,Urban,112541,Travel,18,6,135,4081,Electronics,472,31,True,0.5861899083506525,高价值,高活跃,高客单,55岁以上,14-21天,5小时以上,低频长停留,高频(6-8次),2,高客单用户
844,845,39,Male,Urban,108296,Fashion,27,4,96,1401,Apparel,110,12,True,0.1685612074546012,中低价值,低活跃,中客单,36-45岁,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
845,846,38,Female,Suburban,70952,Food,13,8,40,1043,Books,37,48,False,0.5390751024950882,低价值,中活跃,低客单,36-45岁,7-14天,2小时内,其他模式,高频(6-8次),0,频次型用户
846,847,23,Female,Suburban,25463,Technology,23,3,73,4650,Apparel,583,31,False,0.5751158961080258,高价值,高活跃,低客单,18-25岁,21-30天,5小时以上,低频长停留,中频(3-5次),2,高客单用户
847,848,18,Male,Urban,132164,Technology,14,5,42,1045,Home & Kitchen,31,44,True,0.4982469648961421,低价值,中活跃,低客单,18-25岁,7-14天,2小时内,其他模式,中频(3-5次),1,低价值用户
848,849,22,Male,Suburban,90448,Travel,8,1,11,700,Electronics,381,19,False,0.6004778939956616,低价值,高活跃,低客单,18-25岁,7-14天,5小时以上,其他模式,低频(0-2次),1,低价值用户
849,850,58,Female,Urban,24648,Fashion,8,1,27,2800,Home & Kitchen,268,10,True,0.48878152930621327,中等价值,中活跃,低客单,55岁以上,7-14天,2-5小时,其他模式,低频(0-2次),1,低价值用户
850,851,29,Female,Urban,53623,Fashion,27,1,184,4920,Health & Beauty,11,39,False,0.2842846921740315,高价值,低活跃,高客单,26-35岁,21-30天,2小时内,其他模式,低频(0-2次),2,高客单用户
851,852,43,Female,Urban,79156,Sports,26,9,170,1517,Electronics,344,12,False,0.2990898663305055,中低价值,低活跃,高客单,36-45岁,21-30天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
852,853,63,Female,Urban,55634,Fashion,15,6,93,1624,Home & Kitchen,544,20,False,0.5949030697420872,中低价值,高活跃,中客单,55岁以上,14-21天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
853,854,51,Male,Urban,64602,Travel,27,1,44,3866,Health & Beauty,569,37,False,0.5515055705086709,中高价值,中活跃,低客单,46-55岁,21-30天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
854,855,31,Female,Urban,134598,Sports,13,1,188,350,Home & Kitchen,166,48,False,0.6036827819608644,低价值,高活跃,高客单,26-35岁,7-14天,2-5小时,其他模式,低频(0-2次),1,低价值用户
855,856,43,Female,Urban,69334,Sports,7,8,123,1644,Health & Beauty,342,41,False,0.7289725506229203,中低价值,高活跃,中客单,36-45岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
856,857,62,Male,Suburban,88648,Technology,5,6,155,178,Health & Beauty,482,7,False,0.6175928134191907,低价值,高活跃,高客单,55岁以上,7天内登录,5小时以上,其他模式,高频(6-8次),1,低价值用户
857,858,44,Female,Urban,42054,Technology,17,2,119,3223,Electronics,19,14,False,0.2685634788138962,中高价值,低活跃,中客单,36-45岁,14-21天,2小时内,其他模式,低频(0-2次),2,高客单用户
858,859,26,Male,Urban,90028,Fashion,28,2,97,997,Apparel,184,11,False,0.18616719475770277,低价值,低活跃,中客单,26-35岁,21-30天,2-5小时,其他模式,低频(0-2次),1,低价值用户
859,860,43,Male,Suburban,42207,Sports,25,6,81,4976,Health & Beauty,545,7,False,0.38247873439860086,高价值,低活跃,中客单,36-45岁,21-30天,5小时以上,低频长停留,高频(6-8次),2,高客单用户
860,861,64,Male,Suburban,100650,Technology,29,4,134,325,Health & Beauty,10,29,False,0.19589270098690562,低价值,低活跃,中客单,55岁以上,21-30天,2小时内,其他模式,中频(3-5次),0,频次型用户
861,862,39,Female,Suburban,119821,Travel,16,9,39,1309,Electronics,592,10,True,0.5443853133907987,中低价值,中活跃,低客单,36-45岁,14-21天,5小时以上,低频长停留,极高频(9-10次),0,频次型用户
862,863,64,Female,Urban,101554,Technology,23,5,181,4998,Apparel,192,29,False,0.36704462085334966,高价值,低活跃,高客单,55岁以上,21-30天,2-5小时,其他模式,中频(3-5次),2,高客单用户
863,864,47,Male,Rural,41386,Technology,2,7,62,4937,Books,320,9,True,0.5887024860027483,高价值,高活跃,低客单,46-55岁,7天内登录,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
864,865,60,Female,Rural,103276,Sports,22,8,147,2278,Books,580,36,False,0.6175589701656957,中等价值,高活跃,高客单,55岁以上,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
865,866,34,Female,Suburban,79518,Sports,18,0,96,2779,Apparel,475,48,True,0.6917740451773364,中等价值,高活跃,中客单,26-35岁,14-21天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
866,867,43,Male,Rural,72781,Food,17,2,189,2985,Home & Kitchen,427,10,True,0.44841425050821665,中等价值,中活跃,高客单,36-45岁,14-21天,5小时以上,低频长停留,低频(0-2次),2,高客单用户
867,868,53,Male,Suburban,72780,Travel,7,6,186,2906,Electronics,59,19,True,0.4525424460268248,中等价值,中活跃,高客单,46-55岁,7天内登录,2小时内,高频短停留,高频(6-8次),3,高价值活跃用户
868,869,18,Female,Urban,81440,Sports,13,5,148,803,Apparel,436,31,False,0.6348265249338467,低价值,高活跃,高客单,18-25岁,7-14天,5小时以上,其他模式,中频(3-5次),1,低价值用户
869,870,25,Male,Rural,64199,Fashion,18,6,195,2644,Books,97,17,False,0.3126626009335287,中等价值,低活跃,高客单,18-25岁,14-21天,2小时内,其他模式,高频(6-8次),0,频次型用户
870,871,52,Female,Urban,81035,Travel,29,7,173,2470,Health & Beauty,496,9,False,0.31684939752194696,中等价值,低活跃,高客单,46-55岁,21-30天,5小时以上,低频长停留,高频(6-8次),0,频次型用户
871,872,32,Female,Rural,28210,Travel,14,5,170,3381,Books,278,45,False,0.6280755908373366,中高价值,高活跃,高客单,26-35岁,7-14天,2-5小时,其他模式,中频(3-5次),3,高价值活跃用户
872,873,64,Female,Urban,64363,Sports,18,2,184,4810,Health & Beauty,265,33,True,0.49476201832986955,高价值,中活跃,高客单,55岁以上,14-21天,2-5小时,其他模式,低频(0-2次),2,高客单用户
873,874,39,Female,Rural,131175,Travel,13,1,22,428,Electronics,9,34,False,0.43933744449365725,低价值,中活跃,低客单,36-45岁,7-14天,2小时内,其他模式,低频(0-2次),1,低价值用户
874,875,31,Male,Urban,98279,Sports,11,6,49,4328,Health & Beauty,457,45,False,0.757725006530158,高价值,高活跃,低客单,26-35岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
875,876,43,Male,Urban,80348,Technology,21,0,98,220,Apparel,273,24,False,0.40366665530987017,低价值,低活跃,中客单,36-45岁,14-21天,2-5小时,其他模式,低频(0-2次),1,低价值用户
876,877,45,Male,Rural,75284,Food,21,2,77,1064,Health & Beauty,8,9,False,0.17910871861265373,中低价值,低活跃,中客单,36-45岁,14-21天,2小时内,其他模式,低频(0-2次),1,低价值用户
877,878,40,Male,Urban,127628,Technology,16,3,51,4324,Home & Kitchen,208,7,False,0.33369743222831705,高价值,低活跃,低客单,36-45岁,14-21天,2-5小时,其他模式,中频(3-5次),2,高客单用户
878,879,31,Female,Urban,129835,Sports,23,0,156,3775,Apparel,123,16,False,0.2528951881253336,中高价值,低活跃,高客单,26-35岁,21-30天,2-5小时,其他模式,低频(0-2次),2,高客单用户
879,880,41,Female,Urban,92124,Sports,17,4,103,2176,Electronics,33,19,False,0.30618740985542797,中等价值,低活跃,中客单,36-45岁,14-21天,2小时内,其他模式,中频(3-5次),1,低价值用户
880,881,19,Male,Rural,88847,Technology,8,9,28,432,Apparel,513,39,False,0.7890370572268974,低价值,高活跃,低客单,18-25岁,7-14天,5小时以上,其他模式,极高频(9-10次),3,高价值活跃用户
881,882,62,Female,Rural,42432,Fashion,19,2,195,3468,Home & Kitchen,204,6,True,0.2855716443505616,中高价值,低活跃,高客单,55岁以上,14-21天,2-5小时,其他模式,低频(0-2次),2,高客单用户
882,883,43,Female,Urban,146252,Fashion,20,1,32,1416,Electronics,518,11,True,0.4601126594210305,中低价值,中活跃,低客单,36-45岁,14-21天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
883,884,31,Female,Urban,84089,Fashion,15,2,63,1296,Books,517,12,False,0.5324009403427481,中低价值,中活跃,低客单,26-35岁,14-21天,5小时以上,低频长停留,低频(0-2次),1,低价值用户
884,885,24,Male,Rural,75398,Sports,9,7,74,3270,Home & Kitchen,443,42,False,0.7590126401144764,中高价值,高活跃,低客单,18-25岁,7-14天,5小时以上,其他模式,高频(6-8次),3,高价值活跃用户
885,886,20,Male,Rural,119291,Travel,20,5,149,1529,Electronics,592,13,False,0.5094193269962408,中低价值,中活跃,高客单,18-25岁,14-21天,5小时以上,低频长停留,中频(3-5次),0,频次型用户
886,887,64,Male,Urban,23321,Sports,10,6,33,455,Health & Beauty,339,12,False,0.5099190260411343,低价值,中活跃,低客单,55岁以上,7-14天,5小时以上,其他模式,高频(6-8次),1,低价值用户
887,888,40,Female,Urban,101348,Travel,12,5,43,4334,Apparel,438,21,True,0.5879370379203434,高价值,高活跃,低客单,36-45岁,7-14天,5小时以上,其他模式,中频(3-5次),3,高价值活跃用户
